Unnamed: 0,parse_count,restaurant_name,rating_review,sample,review_id,title_review,review_preview,review_full,date,city,url_restaurant,author_id,aspects
225493,225494,Bar_Lobo,4,Positive,review_140753028,Fresh and delicious food!,"The Bar Lobo is just a wonderful place. They have a great terrace, just around the corner of La Rambla, away from the noise, where you can enjoy breakfast, lunch and dinner, or just a short break.The food is fresh, the choice is excellent....","The Bar Lobo is just a wonderful place. They have a great terrace, just around the corner of La Rambla, away from the noise, where you can enjoy breakfast, lunch and dinner, or just a short break. The food is fresh, the choice is excellent. The waiters are not always very friendly, but the place and the food make up for that!","September 20, 2012",Barcelona_Catalonia,https://www.tripadvisor.com/Restaurant_Review-g187497-d907765-Reviews-or1180-Bar_Lobo-Barcelona_Catalonia.html,UID_150057,"{'place': 'positive', 'terrace': 'positive', 'location': 'positive', 'food': 'positive', 'choice': 'positive', 'service': 'negative'}"
272425,272426,Tien_Tsing_Restaurante_Chino,5,Positive,review_506246822,Amazing Food,"Very impressed, had a lovely family meal after reading reviews on here! Loved everything from the Duck to the Lemon Chicken, very happy!","Very impressed, had a lovely family meal after reading reviews on here! Loved everything from the Duck to the Lemon Chicken, very happy!","July 27, 2017",Barcelona_Catalonia,https://www.tripadvisor.com/Restaurant_Review-g187497-d986468-Reviews-Tien_Tsing_Restaurante_Chino-Barcelona_Catalonia.html,UID_20004,"{'family meal': 'positive', 'duck': 'positive', 'lemon chicken': 'positive'}"
125440,125441,Art_i_sa,5,Positive,review_404804034,Beautiful breakfast,"Breakfast was incredible, the juice was fresh and my partner and I both had omelettes which were really delicious","Breakfast was incredible, the juice was fresh and my partner and I both had omelettes which were really delicious","August 13, 2016",Barcelona_Catalonia,https://www.tripadvisor.com/Restaurant_Review-g187497-d2386996-Reviews-or310-Art_i_sa-Barcelona_Catalonia.html,UID_95511,"{'breakfast': 'positive', 'juice': 'positive', 'omelettes': 'positive'}"
415049,415050,Bodega_Vasconia,5,Positive,review_485385955,Lunch for two ,Great place with a super friendly staff. The server was helpful in spite of of my broken Spanish. I'd recommend for someone looking to get some great tapas and good service.,Great place with a super friendly staff. The server was helpful in spite of of my broken Spanish. I'd recommend for someone looking to get some great tapas and good service. ,"May 18, 2017",Barcelona_Catalonia,https://www.tripadvisor.com/Restaurant_Review-g187497-d2145823-Reviews-or330-Bodega_Vasconia-Barcelona_Catalonia.html,UID_50479,"{'place': 'positive', 'staff': 'positive', 'service': 'positive', 'tapas': 'positive'}"
80357,80358,Bar_Rodrigo,5,Positive,review_712800607,Great place,Great place with traditional food. Best paellas in town. Also the sea food soup is one of the best I have tried.,Great place with traditional food. Best paellas in town. Also the sea food soup is one of the best I have tried.,"September 25, 2019",Barcelona_Catalonia,https://www.tripadvisor.com/Restaurant_Review-g187497-d717395-Reviews-or20-Bar_Rodrigo-Barcelona_Catalonia.html,UID_65618,"{'place': 'positive', 'traditional food': 'positive', 'paellas': 'positive', 'sea food soup': 'positive'}"
248884,248885,Cachitos_Rambla,5,Positive,review_164259216,Cachitos in Barcelona,great place and ambience . food was of the highest standards ...the pan con tomatina was the very best. the place boasts of 52 varieties of sangria .i had a green apple and peach sangria which was quite good .,great place and ambience . food was of the highest standards ...the pan con tomatina was the very best. the place boasts of 52 varieties of sangria .i had a green apple and peach sangria which was quite good .,"June 17, 2013",Barcelona_Catalonia,https://www.tripadvisor.com/Restaurant_Review-g187497-d2328951-Reviews-or580-Cachitos_Rambla-Barcelona_Catalonia.html,UID_102501,"{'place': 'positive', 'ambience': 'positive', 'food': 'positive', 'pan con tomatina': 'positive', 'variety': 'positive', 'sangria': 'positive'}"
342242,342243,Restaurante_Rainbow,5,Positive,review_298946935,Rainbow - Nice japanese restaurant!,"The atmosphere, the service and the food in Rainbow is impeccable! Great fresh sushi and friendly staff. I can't say I dislike anything there. I love their attention to detail and friendliness.I would love to go back there...!","The atmosphere, the service and the food in Rainbow is impeccable! Great fresh sushi and friendly staff. I can't say I dislike anything there. I love their attention to detail and friendliness.I would love to go back there...!","August 13, 2015",Barcelona_Catalonia,https://www.tripadvisor.com/Restaurant_Review-g187497-d7379977-Reviews-Restaurante_Rainbow-Barcelona_Catalonia.html,UID_200062,"{'atmosphere': 'positive', 'service': 'positive', 'food': 'positive', 'sushi': 'positive', 'staff': 'positive'}"
220483,220484,7_Portes,3,Negative,review_742076626,Ok food but slow service,"Went here on a quiet Wednesday night in January together with three colleagues at 7pm. It took forever to be shown to our table, but once we were seated the service improved. The food was perfectly ok (we had some tapas followed by seafood paella),...","Went here on a quiet Wednesday night in January together with three colleagues at 7pm. It took forever to be shown to our table, but once we were seated the service improved. The food was perfectly ok (we had some tapas followed by seafood paella), but the paella I cook at home is a lot better and I am not a professional chef. The ambience is very nice and probably the best thing about this restaurant.","January 30, 2020",Barcelona_Catalonia,https://www.tripadvisor.com/Restaurant_Review-g187497-d697396-Reviews-or20-7_Portes-Barcelona_Catalonia.html,UID_43091,"{'wait time': 'negative', 'service': 'positive', 'food': 'neutral', 'paella': 'negative', 'atmosphere': 'positive'}"
23546,23547,Restaurante_Arume,3,Negative,review_240386808,Good but actually disappointed,"I went there because it's rated no.1 on tripadvisor, despite the unpleasant walk in the neighbourhood, I managed to get there right in time when they open, cause I emailed for reservation a week ago without any reply. I was standing by the bar for...","I went there because it's rated no.1 on tripadvisor, despite the unpleasant walk in the neighbourhood, I managed to get there right in time when they open, cause I emailed for reservation a week ago without any reply. I was standing by the bar for 10 mins, like idiot, staffs walked pass me, barman working there, no one just bothered to attend. But finally, when they ddi talk to me, they were super nice. I ordered baby scallop for starter, black rice volcano for main course, and a glass of local red wine, the food was good, but that's it.  I noticed that many diners speak English, and I dare say 99% are tourists. Being fair, I DON""T think that this restaurant is worthy a specific spot in your to-do list in Barcelona, however, if you just happen to run into it and you think you have a decent meal, you will certainly not feel disappointed.","November 18, 2014",Barcelona_Catalonia,https://www.tripadvisor.com/Restaurant_Review-g187497-d6839857-Reviews-or1640-Restaurante_Arume-Barcelona_Catalonia.html,UID_21484,"{'restaurant rating': 'positive', 'location': 'negative', 'reservation process': 'negative', 'wait time': 'negative', 'service': 'negative', 'staff attitude': 'positive', 'baby scallop': 'positive', 'black rice volcano': 'positive', 'wine': 'positive', 'food': 'positive', 'customer base': 'neutral', 'value': 'negative'}"
25911,25912,Somewhere_Aribau,5,Positive,review_718524413,Best place in barcelona!,We had a great lunch in this beautiful place. Couldnt wait start eating so we dont have a picture of the main dishes. The waiter was very friendly and charning! Thanks for the experience. We will come again!,We had a great lunch in this beautiful place. Couldnt wait start eating so we dont have a picture of the main dishes. The waiter was very friendly and charning! Thanks for the experience. We will come again!,"October 15, 2019",Barcelona_Catalonia,https://www.tripadvisor.com/Restaurant_Review-g187497-d16746827-Reviews-or20-Somewhere_Aribau-Barcelona_Catalonia.html,UID_23510,"{'lunch': 'positive', 'atmosphere': 'positive', 'service': 'positive', 'experience': 'positive', 'return intent': 'positive'}"
251587,251588,De_Tapa_Madre,3,Negative,review_375242696,Its OK for tourists ,Good restaurant with non original food. The offer is not really interesting but the quality is ok and the prices are good,Good restaurant with non original food. The offer is not really interesting but the quality is ok and the prices are good,"May 21, 2016",Barcelona_Catalonia,https://www.tripadvisor.com/Restaurant_Review-g187497-d1006766-Reviews-or130-De_Tapa_Madre-Barcelona_Catalonia.html,UID_11922,"{'restaurant': 'positive', 'food originality': 'negative', 'menu variety': 'negative', 'food quality': 'neutral', 'price': 'positive'}"
274092,274093,Tapas_24,3,Negative,review_613469842,Some good and some not so good,"There are definitely a lot of good things about this place: the chicken croquettes, the cozy atmosphere... however at the same time, the rice Barcelona way was a bit too salty, the organization of the service was not right - all the waiters and waitresses...","There are definitely a lot of good things about this place: the chicken croquettes, the cozy atmosphere...  however at the same time, the rice Barcelona way was a bit too salty, the organization of the service was not right - all the waiters and waitresses were very busy running around, but we still waited at least 25min before we could order, and it seems ppl sitting outside received services must faster than we did. We also did see some ppl stormed out because they waited too long. So if you plan to eat here, be prepared... Price wise it is a bit at the high end - probably thanks to the location close to the Main Street ","September 3, 2018",Barcelona_Catalonia,https://www.tripadvisor.com/Restaurant_Review-g187497-d1314895-Reviews-or190-Tapas_24-Barcelona_Catalonia.html,UID_35535,"{'chicken croquettes': 'positive', 'atmosphere': 'positive', 'rice barcelona way': 'negative', 'service': 'negative', 'wait time': 'negative', 'price': 'negative', 'location': 'positive'}"
52885,52886,La_Piazzetta_GranVia,5,Positive,review_771760646,So tasty ! Very nice place.,So tasty ! Very nice place. Highly recommended. Amazing pizza. Well done. The pasta is done properly and well cooked.,So tasty ! Very nice place. Highly recommended. Amazing pizza. Well done. The pasta is done properly and well cooked.,"September 24, 2020",Barcelona_Catalonia,https://www.tripadvisor.com/Restaurant_Review-g187497-d19987461-Reviews-La_Piazzetta_GranVia-Barcelona_Catalonia.html,UID_45274,"{'place': 'positive', 'pizza': 'positive', 'pasta': 'positive'}"
113569,113570,Santa_Gula,5,Positive,review_430110077,Fantastic little restaurant ,"We visited this restaurant based on the trip advisor reviews and we were not disappointed. ( we returned during our 5 night trip we liked it so much) The restaurant is very small, about 10tables only and so I would recommend booking. Our hotel booked...","We visited this restaurant based on the trip advisor reviews and we were not disappointed. ( we returned during our 5 night trip we liked it so much) The restaurant is very small, about 10tables only and so I would recommend booking. Our hotel booked for us and every table was taken on both nights we visited. The food was tapas and the staff were very helpful in recommending dishes which went together and how much we should have between us. I would highly recommend the homemade ravioli, it was amazing. The wine recommendations were good as was the puddings. The restaurant is in the Gracia region, which is slightly out from the tourist areas which made it much more enticing. For 2 of us with 4 tapas between us, a bottle of wine and 2 pudding cost about €75 which left us very fun. Would highly recommend ","October 20, 2016",Barcelona_Catalonia,https://www.tripadvisor.com/Restaurant_Review-g187497-d2518790-Reviews-or80-Santa_Gula-Barcelona_Catalonia.html,UID_88046,"{'restaurant size': 'neutral', 'booking': 'positive', 'food': 'positive', 'service': 'positive', 'ravioli': 'positive', 'wine': 'positive', 'puddings': 'positive', 'location': 'positive', 'price': 'positive'}"
355064,355065,Ocana,4,Positive,review_341510918,Nice place for diner and lounge party,"We were a group of 20+ people. Food was quite nice. Restaurant very crowdy on saturday evening.Lounge downstairs to have a drink, relax and discuss with people.","We were a group of 20+ people. Food was quite nice. Restaurant very crowdy on saturday evening.Lounge downstairs to have a drink, relax and discuss with people.","January 20, 2016",Barcelona_Catalonia,https://www.tripadvisor.com/Restaurant_Review-g187497-d3467459-Reviews-or330-Ocana-Barcelona_Catalonia.html,UID_136831,"{'group accommodation': 'positive', 'food': 'positive', 'crowd': 'negative', 'atmosphere': 'positive'}"
130482,130483,Tickets,5,Positive,review_360060660,Second Ticket to this culinary show!!,By far and away my favourite restaurant in Barcelona! Pure delicious theatre! Only problem is being organised enough to book well in advance...such is the price of excellence and fame! Love the dessert room. See you next trip Tickets!!,By far and away my favourite restaurant in Barcelona! Pure delicious theatre! Only problem is being organised enough to book well in advance...such is the price of excellence and fame! Love the dessert room. See you next trip Tickets!!,"March 30, 2016",Barcelona_Catalonia,https://www.tripadvisor.com/Restaurant_Review-g187497-d2054462-Reviews-or460-Tickets-Barcelona_Catalonia.html,UID_56750,"{'restaurant': 'positive', 'food': 'positive', 'booking process': 'negative', 'price': 'neutral', 'dessert': 'positive'}"
19836,19837,Swagatam_Bar_Restaurant_Hindu,3,Negative,review_378706623,Decent Indian food,The starters were much better then the main course so suggest have more inclination towards entree....over all must say it was decent...,The starters were much better then the main course so suggest have more inclination towards entree....over all must say it was decent...,"June 1, 2016",Barcelona_Catalonia,https://www.tripadvisor.com/Restaurant_Review-g187497-d3847458-Reviews-or260-Swagatam_Bar_Restaurant_Hindu-Barcelona_Catalonia.html,UID_18270,"{'starters': 'positive', 'main course': 'negative', 'overall experience': 'neutral'}"
173660,173661,La_Taberna_del_Cobre,3,Negative,review_193187200,Nice tapas in El Born,"Our hotel staff recommended dining in El Born, so we walked around and were enticed in by the friendly staff offering us the menu to look at. The restaurant was pretty inside and very authentic with background music. We visited on Tuesday night so there...","Our hotel staff recommended dining in El Born, so we walked around and were enticed in by the friendly staff offering us the menu to look at. The restaurant was pretty inside and very authentic with background music. We visited on Tuesday night so there were very few diners therefore service was prompt. We ordered patatas bravas, chorizo, croquettes, bread with tomato and goats cheese salad.....all delicious. The total cost of our meal was €34 which was a little expensive but the food was lovely in a lush location so we didn't mind. The staff were very friendly and we were given free shots with our bill I would recommend dining here if you want good food with a nice view in an authentic Spanish restaurant","February 5, 2014",Barcelona_Catalonia,https://www.tripadvisor.com/Restaurant_Review-g187497-d798485-Reviews-or200-La_Taberna_del_Cobre-Barcelona_Catalonia.html,UID_123797,"{'location': 'positive', 'staff': 'positive', 'atmosphere': 'positive', 'service': 'positive', 'patatas bravas': 'positive', 'chorizo': 'positive', 'croquettes': 'positive', 'bread with tomato': 'positive', 'goats cheese salad': 'positive', 'price': 'negative', 'food': 'positive', 'view': 'positive'}"
396816,396817,Restaurante_Chino_Internacional,1,Negative,review_296477232,The worst Restaurant in Barcelona,"If I could give negative stars I would. I sure wish I read the bad reviews already posted here, but we were getting around without our own wifi and my Chinese wife wanted to give this place a try. What a mistake. Lets see some...","If I could give negative stars I would. I sure wish I read the bad reviews already posted here, but we were getting around without our own wifi and my Chinese wife wanted to give this place a try. What a mistake. Lets see some of the negatives...1. French Fries being called Tapas. 2. Iced Teas that were about $4.50 per glass (over $9 for 2 glasses!!) ....give me a break. 3. Inattentive service ....oh, and one other minor detail 4. Food not any good. AVOID.","August 6, 2015",Barcelona_Catalonia,https://www.tripadvisor.com/Restaurant_Review-g187497-d2660889-Reviews-or40-Restaurante_Chino_Internacional-Barcelona_Catalonia.html,UID_218617,"{'food': 'negative', 'service': 'negative', 'price': 'negative'}"
80964,80965,Tuscania_Food_and_Wine,3,Negative,review_216688466,"Good food, slow service","Nice Italian restaurant with great food for a reasonable price. Service however was slow, we were there on a Monday and it wasn't even that busy. I also didn't like the TV on the wall and the cheesy rock music, didn't seem right for this...","Nice Italian restaurant with great food for a reasonable price. Service however was slow, we were there on a Monday and it wasn't even that busy. I also didn't like the TV on the wall and the cheesy rock music, didn't seem right for this place. However, like I said the food was great (gnocchi and pizza) so it didn't bother me that much. ","July 21, 2014",Barcelona_Catalonia,https://www.tripadvisor.com/Restaurant_Review-g187497-d4004735-Reviews-or250-Tuscania_Food_and_Wine-Barcelona_Catalonia.html,UID_4400,"{'restaurant type': 'positive', 'food': 'positive', 'price': 'positive', 'service': 'negative', 'atmosphere': 'negative', 'music': 'negative', 'tv': 'negative'}"
35607,35608,La_Tasqueta_De_Blai,5,Positive,review_194260928,Unbelievable value for delicious food,"We couldn't believe that a place like this still existed! Every tapa was €1 they were generous and absolutely delicious. There were also many vegetarian and fish options, a very wide array of options. The drinks were also incredibly cheap, with a tumbler of beer,...","We couldn't believe that a place like this still existed! Every tapa was €1 they were generous and absolutely delicious. There were also many vegetarian and fish options, a very wide array of options. The drinks were also incredibly cheap, with a tumbler of beer,...","February 16, 2014",Barcelona_Catalonia,https://www.tripadvisor.com/Restaurant_Review-g187497-d4155257-Reviews-or820-La_Tasqueta_De_Blai-Barcelona_Catalonia.html,UID_31431,"{'tapa': 'positive', 'price': 'positive', 'vegetarian options': 'positive', 'fish options': 'positive', 'drinks': 'positive'}"
111186,111187,Vai_Moana,5,Positive,review_677919006,Lovely place,Great place for sunset aperitivo on the beach! Beer is great and employees made you feel like at home. Best chiringuito ever!,Great place for sunset aperitivo on the beach! Beer is great and employees made you feel like at home. Best chiringuito ever!,"May 31, 2019",Barcelona_Catalonia,https://www.tripadvisor.com/Restaurant_Review-g187497-d4379490-Reviews-or60-Vai_Moana-Barcelona_Catalonia.html,UID_46556,"{'location': 'positive', 'beer': 'positive', 'service': 'positive', 'atmosphere': 'positive'}"
109229,109230,Teresa_Carles,2,Negative,review_744608348,Not so good anymore,"It used to be good, like many restaurants after they get a good start they start to deteriorate Lunch is served only after 13:00 if you want to eat before that time they have the set menu : however if you order a vegetarian hamburger...","It used to be good, like many restaurants after they get a good start they start to deteriorate  Lunch is served only after 13:00 if you want to eat before that time they have the set menu : however if you order a vegetarian hamburger THEY DONT explain it comes WITHOUT a bun (?) i saw several customers reactions as surprised as mine  2 - the many days apple pie (tarta de manzana ) but they brought a cake CAKE with 3 pieces of apple on top (?) The water is in a bottle but tastes like tap water.... The waiters were not very kind either  In other words ; not my favorite any more since the last 3 visits in the past 5 weeks have been as bad","February 12, 2020",Barcelona_Catalonia,https://www.tripadvisor.com/Restaurant_Review-g187497-d2075668-Reviews-or10-Teresa_Carles-Barcelona_Catalonia.html,UID_85285,"{'food quality': 'negative', 'service': 'negative', 'menu options': 'negative', 'wait time': 'negative', 'water quality': 'negative'}"
393581,393582,Tapas_Gaudi,2,Negative,review_315156151,Overpriced tourist trap,"The food was not bad per se, but there are plenty of other, better tapas bars just one street further from Placa Espana (we found out afterwards).","The food was not bad per se, but there are plenty of other, better tapas bars just one street further from Placa Espana (we found out afterwards).","September 30, 2015",Barcelona_Catalonia,https://www.tripadvisor.com/Restaurant_Review-g187497-d3367216-Reviews-or30-Tapas_Gaudi-Barcelona_Catalonia.html,UID_217233,"{'food': 'neutral', 'location': 'negative', 'comparison to other restaurants': 'negative'}"
272930,272931,August,4,Positive,review_278960499,Best Sangria I've ever had.,"Came here as we stayed in a hotel just over the road and couldn't be bothered walking any further or taking any more time to look for a restaurant, so happened to walk in by chance. Had the best sangria de cava ever, was so...","Came here as we stayed in a hotel just over the road and couldn't be bothered walking any further or taking any more time to look for a restaurant, so happened to walk in by chance. Had the best sangria de cava ever, was so refreshing and citrussy and was a total delight as we were sitting outside under the parasol in the sun. In terms of the food - the patatas bravas was delicious but unlike any patatas bravas I'd had before. There was no tomato sauce over the potatoes, instead they had a kind of baconnaise type sauce over them, which I'd never seen before, either way they were really good and I ate every last bit. I also got meatballs which were lovely and another dish to accompany them which was jamon croquettes. Unfortunately the croquettes weren't great, very sickly and just had a bit of an odd taste about them which I didn't like. My friend had a pepperoni pizza which looked great and she ate every last bit which is testament to show it tasted as good as it looked. Would definitely return again if we were staying in the area, but wouldn't make a special trip to eat there.","June 9, 2015",Barcelona_Catalonia,https://www.tripadvisor.com/Restaurant_Review-g187497-d1850248-Reviews-or60-August-Barcelona_Catalonia.html,UID_130274,"{'location convenience': 'positive', 'sangria de cava': 'positive', 'atmosphere': 'positive', 'patatas bravas': 'positive', 'meatballs': 'positive', 'jamon croquettes': 'negative', 'pepperoni pizza': 'positive', 'return likelihood': 'positive'}"
370454,370455,Restaurant_Santa_Anna,3,Negative,review_292445262,"Good food, disapointing dessert.","Food was great. We had Tapas.Dessert was not good, we ordered Crema Catalana. The expectation was high due tothe quality of the food. The disappointment was unfortunately big....","Food was great. We had Tapas.Dessert was not good, we ordered Crema Catalana. The expectation was high due tothe quality of the food. The disappointment was unfortunately big....","July 25, 2015",Barcelona_Catalonia,https://www.tripadvisor.com/Restaurant_Review-g187497-d2700265-Reviews-or280-Restaurant_Santa_Anna-Barcelona_Catalonia.html,UID_209289,"{'food': 'positive', 'tapas': 'positive', 'dessert': 'negative', 'crema catalana': 'negative', 'expectation': 'positive', 'disappointment': 'negative'}"
246967,246968,Thai_Barcelona_Royal_Cuisine_Restaurant,3,Negative,review_381965967,Just ok!,"Having spent a significant amount of time in Thailand, I am was a little disappointed with the food. This place has the Thai ambience, it is rather nice, but the food just fell a little bit short. I asked for morning glory, they do not...","Having spent a significant amount of time in Thailand, I am was a little disappointed with the food. This place has the Thai ambience, it is rather nice, but the food just fell a little bit short.  I asked for morning glory, they do not have this on the menu. This is a Thai staple for vegetable. So we had chicken satay, beef salad, and green chicken curry. The chicken satay was ok. The beef salad just did not have the Thai flavors it should. It was not spicey, but we ordered spicey. The green curry was not even close to what you would get in Thailand. It was served hot, but the flavor was just wrong. First time I have had zucchini in this dish before. Not sure I would go back, I would try to find a more authentic Thai place on my next quest for Thai food!","June 12, 2016",Barcelona_Catalonia,https://www.tripadvisor.com/Restaurant_Review-g187497-d800988-Reviews-or190-Thai_Barcelona_Royal_Cuisine_Restaurant-Barcelona_Catalonia.html,UID_22639,"{'food': 'negative', 'ambience': 'positive', 'morning glory': 'negative', 'chicken satay': 'neutral', 'beef salad': 'negative', 'green chicken curry': 'negative', 'authenticity': 'negative'}"
191080,191081,Bilbao_Berria,3,Negative,review_369738439,Pinxtos-style tapas in central Barelona,"Bilbao Berria serve tapas the Basque way: different small dishes served at the bar counter, you choose whichever you want, and afterwards they add up the sticks. Situation is ideal, right next to Barcelonas cathedral, by Place Novo. When we arrived, there was quite a...","Bilbao Berria serve tapas the Basque way: different small dishes served at the bar counter, you choose whichever you want, and afterwards they add up the sticks. Situation is ideal, right next to Barcelonas cathedral, by Place Novo. When we arrived, there was quite a line, but the staff was efficient and we quickly got a table although there were five of us. I suppose Pinxtos could be great when served freshly from the kitchen and when the chef dears to be bold. At this venue, some of the dishes are left standing for too long (leaves you with a buffet feeling), and the different pinxtos (although there are over 40 different), ended a bit bland - lot of oil, cheese and sausages - really did not stand out in any way. However, food is not poor, just a bit average, and it's certainly better than what's served at many other tapas restaurants near Barcelonas main sights. Service is efficient, but not cozy, and the beer was flat and not to cold. In total, a mixed feeling. An okay place to eat, not sure I'd return, and a bit touristy feeling doesn't make the impression better.","May 2, 2016",Barcelona_Catalonia,https://www.tripadvisor.com/Restaurant_Review-g187497-d997713-Reviews-or420-Bilbao_Berria-Barcelona_Catalonia.html,UID_7120,"{'location': 'positive', 'wait time': 'positive', 'service': 'neutral', 'food freshness': 'negative', 'variety': 'positive', 'food taste': 'neutral', 'atmosphere': 'negative', 'beer': 'negative'}"
219914,219915,Hard_Rock_Cafe,5,Positive,review_229194785,Perfect!,The best bartender ever! Thanks Victor! Hard rock barcelona is the best! Great nachos and great prices in a great city!!!,The best bartender ever! Thanks Victor! Hard rock barcelona is the best! Great nachos and great prices in a great city!!! ,"September 16, 2014",Barcelona_Catalonia,https://www.tripadvisor.com/Restaurant_Review-g187497-d913500-Reviews-or1350-Hard_Rock_Cafe-Barcelona_Catalonia.html,UID_147342,"{'bartender': 'positive', 'nachos': 'positive', 'price': 'positive', 'atmosphere': 'positive'}"
145184,145185,Cerveceria_Catalana,4,Positive,review_383941016,Worth the wait,"Visited here with my girlfriend while we was on a long weekend funeral to Barcelona. Be prepared to wait as this is such a popular place to go for tapas both with tourists and locals. Food is so fresh, you can really tell the difference...","Visited here with my girlfriend while we was on a long weekend funeral to Barcelona. Be prepared to wait as this is such a popular place to go for tapas both with tourists and locals. Food is so fresh, you can really tell the difference from this and the standard restaurants serving tapas, it's the stand out by miles. I rated this four stars because the wait was quite long (30 minutes) but that wasn't really much of a problem when the food came out. I ordered an assortment of tapas dishes whereas my companion ordered the hamburgers (I don't know why) which came out raw (that is the only reason this didn't get 5 stars, from my experience it's 5 but from the whole it has to be 4). Will definitely be visiting here again, just won't be ordering any hamburgers haha. ","June 19, 2016",Barcelona_Catalonia,https://www.tripadvisor.com/Restaurant_Review-g187497-d782944-Reviews-or2140-Cerveceria_Catalana-Barcelona_Catalonia.html,UID_16522,"{'wait time': 'negative', 'food': 'positive', 'tapas': 'positive', 'hamburgers': 'negative', 'atmosphere': 'positive'}"
323027,323028,MasQMenos_Rambla_46,4,Positive,review_630737569,"Very helpful, friendly staff ",This is my first time in Barcelona and the one thing I can say is i have come here to some very friendly staff and I have been welcomed well. Everything I have asked has been answered. I am rating this place very highly only...,"This is my first time in Barcelona and the one thing I can say is i have come here to some very friendly staff and I have been welcomed well. Everything I have asked has been answered. I am rating this place very highly only because of the 2 people named. The first staff member was coral and the second was sinencio. The food was ok in my opinion, i got the pork (5/10) tenderloin tapa and the grilled iberica ham (8/10), don’t add tobasco, the vinegar will over power the food. Bread toasted well on the iberica ham, the pork not sure what it was but some creamy cheese taste that elevated the dish. Please note The reason for my rating is the staff to be honest. Very nice, friendly and helpful ","November 4, 2018",Barcelona_Catalonia,https://www.tripadvisor.com/Restaurant_Review-g187497-d3880002-Reviews-or10-MasQMenos_Rambla_46-Barcelona_Catalonia.html,UID_192842,"{'staff': 'positive', 'food': 'neutral', 'pork tenderloin tapa': 'neutral', 'grilled iberica ham': 'positive', 'bread': 'positive', 'cheese': 'positive'}"
252480,252481,Cachitos_Diagonal,5,Positive,review_277025598,"Delicious tapas, paella and great service.",Really enjoyed sampling the delicious tapas. Went back three times! The paella was the best I'd ever eaten. Friendly service.,Really enjoyed sampling the delicious tapas. Went back three times! The paella was the best I'd ever eaten. Friendly service.,"June 1, 2015",Barcelona_Catalonia,https://www.tripadvisor.com/Restaurant_Review-g187497-d7359662-Reviews-or70-Cachitos_Diagonal-Barcelona_Catalonia.html,UID_162745,"{'tapas': 'positive', 'paella': 'positive', 'service': 'positive'}"
207877,207878,La_Pineda_Xarcuteria,1,Negative,review_298087107,OWNERS ARE THIEVES!!,"I bought three salami wich two moldy (that I thrown in the garbage) I thought to spend 42€ for all, instead, once at home, I realize that ower tooks 56€ from my mastercard. Dishonest. PAY ATTENTION TO FALSE SMILE AND ALSO FALSE FRIENDLINESS!!","I bought three salami wich two moldy (that I thrown in the garbage) I thought to spend 42€ for all, instead, once at home, I realize that ower tooks 56€ from my mastercard. Dishonest. PAY ATTENTION TO FALSE SMILE AND ALSO FALSE FRIENDLINESS!!","August 11, 2015",Barcelona_Catalonia,https://www.tripadvisor.com/Restaurant_Review-g187497-d2290510-Reviews-or50-La_Pineda_Xarcuteria-Barcelona_Catalonia.html,UID_141457,"{'salami': 'negative', 'price': 'negative', 'service': 'negative'}"
23363,23364,Restaurant_Montiel,4,Positive,review_502234559,High quality fine dining restaurant,"Opted for the 9 course tasting menu which was a succession of small, creative & beautifully presented dishes.  Service was excellent with staff explaining the local provenance of food & wine.","Opted for the 9 course tasting menu which was a succession of small, creative & beautifully presented dishes.  Service was excellent with staff explaining the local provenance of food & wine.","July 15, 2017",Barcelona_Catalonia,https://www.tripadvisor.com/Restaurant_Review-g187497-d1205006-Reviews-or160-Restaurant_Montiel-Barcelona_Catalonia.html,UID_21320,"{'tasting menu': 'positive', 'food presentation': 'positive', 'service': 'positive', 'food': 'positive', 'wine': 'positive'}"
166172,166173,A_Casa_Mia_Trattoria,5,Positive,review_322562710,Excellent food and service ,"Myself, sister and friend enjoyed an excellent meal here for my sisters 40th birthday. The restaurant has a welcoming atmosphere as we were greeted by friendly staff who assisted us with the menu and recommended excellent choices of food and drinks including a range of...","Myself, sister and friend enjoyed an excellent meal here for my sisters 40th birthday. The restaurant has a welcoming atmosphere as we were greeted by friendly staff who assisted us with the menu and recommended excellent choices of food and drinks including a range of tasty starters, filet steak cooked perfectly and an excellent pumpkin ravioli. These were followed by delicious pannacotta and a shot of limoncello to complete a beautiful meal. I would highly recommend dinner here for anybody visiting Barcelona who is looking for excellent quality food, friendly and helpful staff in a lovely setting.","October 28, 2015",Barcelona_Catalonia,https://www.tripadvisor.com/Restaurant_Review-g187497-d8138509-Reviews-or10-A_Casa_Mia_Trattoria-Barcelona_Catalonia.html,UID_119680,"{'meal': 'positive', 'atmosphere': 'positive', 'service': 'positive', 'food recommendations': 'positive', 'drinks': 'positive', 'starters': 'positive', 'filet steak': 'positive', 'pumpkin ravioli': 'positive', 'pannacotta': 'positive', 'limoncello': 'positive', 'setting': 'positive'}"
